column_name,original_value,dummy_value
campus_id,30025534,83d83a1a-a1a1-4cd9-b62b-9fbde0d0a37d
campus_id,30033137,82509bf6-cb81-484a-8cc0-697c31f29833
campus_id,30035994,5f20f735-94f1-4f39-a956-34796f370d6e
campus_id,30036536,191abf60-db5e-4b05-a0e0-fa66fd0f111e
campus_id,30223676,370f01ee-2c93-486b-85b6-36d9418013c9
campus_id,30001093,90d2e97e-cc2e-4b38-84ed-f6c0bc593dd7
campus_id,30011657,997628f0-2326-4339-8f1e-543804be30e3
campus_id,30009147,3489aa81-80ec-4638-b04a-792d6fe63ba1
campus_id,30026321,54697c62-bc19-4605-8f5c-a9af386a76f0
campus_id,30007595,22d5894d-a62f-4955-8e4b-6cbe8d575d02
campus_id,30035677,e7f8111f-2a50-4abf-a884-1cdfc01f87c9
campus_id,30151581,e9c590fa-6771-44d5-abf3-28e35d920073
campus_id,30001732,6e53a74f-30ea-4376-8920-033643b3baf2
campus_id,30006312,86282e25-fc24-411c-ba71-460ea6f9b9af
campus_id,30000902,ff03e61b-5c40-459b-b631-8c83e45d900f
campus_id,30023102,0b9743b5-168b-4242-8b25-157762a3fc7e
campus_id,30001454,2df12498-b46e-479a-9d39-53847b7bb427
campus_id,30000958,8be47bed-ca8f-406e-88f0-2ca2a91fd2bd
campus_id,30025304,4927b530-f42b-450c-bf77-84c6ca7db2a8
campus_id,30009354,a9e79af1-80a8-457e-9c47-21bd6e5a7189
campus_id,30038343,1d8bef3f-d6f4-495c-9c08-e3dbbd293605
campus_id,30034903,57394249-20f4-4026-be9a-d141fa030a25
campus_id,30034906,d7dd9fbf-e1d6-471b-abf1-138a5af5c012
campus_id,30045421,e9707d52-5858-476f-b098-b04d06984c6b
campus_id,30147080,7cee6327-f0e2-424f-bab7-c4fda7cfa740
campus_id,30205010,3929b5cc-38b2-4ef1-83b7-409e2a08a623
campus_id,30034705,a0d20de8-2225-41c6-adf5-abb5902491aa
campus_id,30032067,7d4be740-f2d7-40a4-a567-68ee267e6041
campus_id,30035470,e332e950-34f6-42ca-ace5-6aee6a39a23a
campus_id,30007428,455d87de-f078-41e0-9471-e0c78bfa6e7f
campus_id,30032293,da3521c1-5c88-475f-aa54-741243416a38
campus_id,30036106,c7df09ee-d1e2-4530-9f73-177c982b28ce
campus_id,30006764,9ac1530d-4bc1-4e95-b74b-53d5f0ab3361
campus_id,30011532,c31c01fa-0e57-44ea-83ab-1be4434d3178
campus_id,30024952,25e39a61-43f1-4535-abfa-a501b1710f5f
campus_id,30001632,446766f9-e1a8-44ae-9aa5-3e40f6cc9583
campus_id,30043324,1a3d435a-e525-46bb-8318-3c35e5800c1b
campus_id,30007903,40121459-5dea-4df8-8b10-ea1ad7ffebf2
campus_id,30047464,1cc8e188-c7dd-4748-8d02-7382884bee9b
campus_id,30010525,158934bc-dec3-40ae-a58f-5a0ceb9d2a53
campus_id,30033259,01c9ea5a-4c99-453e-98c6-da3b0081fa27
campus_id,30004734,bb285883-0173-4788-8541-7bab9c9e0218
campus_id,30005695,2f4dd28c-de1b-4293-b87a-cf047fdb353a
campus_id,30213248,d0c1e90d-b4ca-467e-ac9d-0347a7278b95
campus_id,30033851,3a8f8ae1-cf81-4883-b283-1a7bbb710d0b
campus_id,30043313,745e8e2e-b186-45fa-a6cf-1e1efce4ab89
campus_id,30002806,2be85faa-cacb-4569-85c0-139c0b5302db
campus_id,30023073,e0e73d61-49b4-4ef0-bdf7-bf7cd061a8a4
campus_id,30006967,b8fce390-fae1-4e7e-bb48-72d4bbc8bc48
campus_id,30000646,c1f75253-292a-4e25-95c2-ee107c901922
campus_id,30008186,653c56b9-ad81-4083-b3a1-c72e2e7988ec
campus_id,30036066,8955a7fb-5ddf-49c5-b9f4-bf7253191dcd
campus_id,30000536,85180800-9042-4f48-9ed8-9ceff29eb083
campus_id,30360756,140c878c-d257-4592-85d5-003d6ad6a360
campus_id,30015650,b1ff7c42-387b-4980-930c-735229aa76f7
campus_id,30068246,490e783a-2226-4957-8e05-de588e1a97d7
campus_id,30019356,7ff1e05a-2824-4b27-8f76-cd9d4188e993
campus_id,30002473,17da87ac-f3e9-4b46-ab9e-6d94fe1f0b90
campus_id,30017926,0307be8b-cfb0-4f91-a1cd-5149b22c1358
campus_id,30034715,1b76d264-7f49-4693-afc7-428c12babd8f
campus_id,30008808,1f0e6856-4537-47e7-afee-e2ef5c754e50
campus_id,30013619,f93f1bb8-a9a3-49c3-a3ab-564933fe356e
campus_id,30021409,574b4577-d9bb-47b4-a2bb-0a80f01c8913
campus_id,30010790,8408eeca-6dc1-4433-9ed7-fc72243fe15a
campus_id,30032325,b964ebe0-418a-4158-87dc-afc296801fd6
campus_id,30033690,b09d9bf2-fe6d-4823-b182-7964b02faba5
campus_id,30034379,dcc01295-e4a0-4228-bbf8-2b5747f966ca
campus_id,30003196,b8df8705-9c1a-40b8-811d-64d450893d80
campus_id,30012332,b3a5a540-5ef6-4748-8a26-1dcbcfa5f08e
campus_id,30033511,dda920f9-1e1d-4a6b-b022-ead445fa17d6
campus_id,30006056,41ef0f68-43f1-431b-a91d-3814b7d81fc0
campus_id,30011473,90647309-f8b9-4901-9f6b-62314181fdd1
campus_id,30019022,9767901b-8b22-41c2-ad87-fc7d6a7aedc3
campus_id,30012669,e810320a-f972-41fc-8f69-759e5c17d02f
campus_id,30032578,9c9ac764-ec02-4dfc-a198-4557b8cdd056
campus_id,30026460,5c4fd46b-830f-4737-bb6f-1726af626431
campus_id,30007043,095f9d01-e20a-481a-8da4-ed2d7bf16ba5
campus_id,30020882,b35384c4-5be5-45b1-9600-544c87aedc55
campus_id,30045152,6bafd938-4caa-49e8-b99e-36808b531ba4
campus_id,30067794,232baa96-030b-4d72-9772-828c42e84cf0
campus_id,30235500,f54b5c75-aa2a-45d5-acd4-b84810c14d24
campus_id,30012709,4c125a03-b2a2-451d-93f8-97e589f2ad94
campus_id,30034400,e090eb73-d7ce-4500-b79d-e9e091ac0989
campus_id,30003507,ec99a661-e266-4f9d-b9a4-0887cfbb6b3d
campus_id,30025609,15a52f63-e9c7-4d78-a5f8-9283a3da10d7
campus_id,30033798,665c2def-a3bf-4a3a-997e-86ae7374f828
campus_id,30043311,cacc61f4-817a-4b07-aec2-ba3960ec9737
campus_id,30010836,38f0085a-54e6-473d-b809-215eca709e0f
campus_id,30036016,b593142c-1b3f-463d-a361-f27cf4c8eb07
campus_id,30000133,f6356401-2bd3-4718-b9a0-f483979a4e23
campus_id,30033964,501358f6-5d24-447e-a076-8d9821405a22
campus_id,30032179,635549e0-da91-47af-b698-8ce7ef891f29
campus_id,30037560,59e14867-73fd-4792-911d-057189c92fcb
campus_id,30020617,71d91696-acf1-4109-9838-c08d080277e3
campus_id,30024725,45a9d3cc-ace1-4bdb-b86f-1c9232fa7dd0
campus_id,30025645,bef895a4-1a52-4444-a9c7-11864d5806aa
campus_id,30000715,5488d4ab-8be6-4e05-a1c4-381119c3947c
campus_id,30003327,e7a1150b-a0f6-4787-b543-101c767d1a65
campus_id,30004985,9e470d07-b311-44df-9742-8f495073da3d
campus_id,30004379,83d55baa-633e-4be4-8d12-3e3cabc5fe99
campus_id,30007507,633a11fb-5d73-47e0-be20-835e81850c0a
campus_id,30045084,793d2911-5193-440c-8c60-5cfe36ee15cf
campus_id,30023899,d36de93c-364e-4bed-ae89-fd6ef6039d6c
campus_id,30022693,3f0bc873-48d5-4a9c-9cc8-74a8d72d1f9b
campus_id,30035759,26f27a7c-e5c8-4c78-89ad-d7546606528d
campus_id,30146676,3d7a67d8-5117-41a2-8a06-923b5a23d6bd
campus_id,30013371,c92a3e2e-ac88-4f03-9490-61a3cec9ae43
campus_id,30002582,9a7fbe2c-849f-4d30-961b-0d1d03022173
campus_id,30032192,da3034a0-1fc8-4bd7-a723-b8c0ab66f169
